"spp","disp","r2_conditional","r2_marginal","beta_yr","se_yr","p_yr","status","park","breeding.biome","winter.biome","family","bird.group","AI","migrate","native","body.mass","trophic.level","trophic.niche","habitat","habitat.density"
"CBCH",-1.53709349288669,0.927953235559834,0.0966976007395269,0.637829309708037,0.166313771719227,0.000125515171194748,"Apparantly stable","Magnuson Park","Western Forest","Temperate North America","Paridae","landbird","other","R","native",9.4,"Omnivore","Invertivore","Forest",1
"CEDW",-1.14071246972494,0.815813712995463,0.0305493260429456,-0.224220870384511,0.0701044411654207,0.00138200479689152,"Apparantly stable","Magnuson Park","Forest Generalist","Temperate North America","Bombycillidae","landbird","other","M","native",31.6,"Herbivore","Frugivore","Woodland",2
"CLSW",-1.29599083465079,0.825733221519819,0.267491775283995,-0.682105857412253,0.0893078957401751,2.21156714505336e-14,"Decreasing","Magnuson Park","Habitat Generalist","South America","Hirundinidae","landbird","AI","M","native",21.6,"Carnivore","Invertivore","Grassland",3
"COGO",-1.57583420467663,0.991249482235823,3.45863390227252e-06,-0.0109455927529655,0.080164177014581,0.891394641629448,"Apparantly stable","Magnuson Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",918.6,"Carnivore","Aquatic predator","Wetland",3
"COHA",-1.27900457448097,0.758114889579462,0.159968422187367,0.447730238716915,0.119379290509134,0.000176492861362926,"Apparantly stable","Magnuson Park","Forest Generalist","Widespread","Accipitridae","landbird","other","M","native",429.7,"Carnivore","Vertivore","Woodland",2
"COME",-1.71440696810739,0.995545586895942,0.000205129471059087,-0.118146986355437,0.0978418511003282,0.227228036298116,"Apparantly stable","Magnuson Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",1451,"Carnivore","Aquatic predator","Riverine",3
"COYE",-1.4933625344465,0.948429257849788,0.0559517976486361,0.573468008456037,0.128051759129187,7.52018060522095e-06,"Apparantly stable","Magnuson Park","Habitat Generalist","Widespread","Parulidae","landbird","other","M","native",9.5,"Carnivore","Invertivore","Wetland",1
"DCCO",-1.52288869791495,0.956930825563705,0.00595699187166382,-0.204754801145092,0.0882437836455019,0.0203229695513386,"Apparantly stable","Magnuson Park","Wetland","Temperate North America","Phalacrocoracidae","waterbird","other","M","native",1806.49,"Carnivore","Aquatic predator","Marine",3
"DEJU",-0.90654709769591,0.922495427455175,0.344375907274142,1.16053056052491,0.0760788082839945,1.54089635862871e-52,"Increasing","Magnuson Park","Forest Generalist","Temperate North America","Passerellidae","landbird","other","M","native",19.5,"Herbivore","Granivore","Forest",2
"DOWO",-1.22480608680886,0.874950100745152,0.0684501836135221,0.407332909646137,0.0910746887722092,7.73049837028698e-06,"Apparantly stable","Magnuson Park","Forest Generalist","Temperate North America","Picidae","landbird","other","R","native",25.6,"Carnivore","Invertivore","Woodland",2
"EUST",-0.923801938395388,0.766489027467559,0.200553522496274,-0.510229265039473,0.056287422859508,1.24934109620745e-19,"Decreasing","Magnuson Park","Introduced","Introduced","Sturnidae","other","other","Introduced","Introduced",77.1,"Omnivore","Omnivore","Human Modified",3
"EUWI",-1.89673992387709,0.994456866793928,0.00511729469764771,-0.528988730861988,0.332785446374413,0.111929751505119,"Apparantly stable","Magnuson Park","Accidental","Accidental","Anatidae","waterfowl","other","M","accidental",770,"Herbivore","Omnivore","Wetland",3
"FOSP",-1.2571542042696,0.909020407964309,9.53960548904045e-06,-0.00563763660935226,0.06447719696477,0.930324851336541,"Apparantly stable","Magnuson Park","Forest Generalist","Temperate North America","Passerellidae","landbird","other","M","native",33.3,"Omnivore","Omnivore","Forest",1
"GADW",-1.20905411016773,0.935861777587044,0.00184892642275876,-0.0934770974399755,0.0757838395923754,0.217400439016192,"Apparantly stable","Magnuson Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",915.6,"Herbivore","Herbivore aquatic","Wetland",3
"GBHE",-1.23112177139025,0.744295785801548,0.00243094883275625,-0.0536812759381793,0.159501867230139,0.736451792881979,"Apparantly stable","Magnuson Park","Wetland","Widespread","Ardeidae","waterbird","other","M","native",2523.4,"Carnivore","Aquatic predator","Wetland",3
"GCKI",-1.22171829780807,0.900811586314012,0.0330941881680021,0.318016209945307,0.0829353742486477,0.000125816779242452,"Apparantly stable","Magnuson Park","Forest Generalist","Temperate North America","Regulidae","landbird","other","M","native",6.2,"Carnivore","Invertivore","Forest",1
"GCSP",-1.29323159938082,0.858321645245316,0.057617522060414,-0.351098844156405,0.0932065556060466,0.000165293772109186,"Apparantly stable","Magnuson Park","Arctic Tundra","Temperate North America","Passerellidae","landbird","other","M","native",32,"Herbivore","Omnivore","Shrubland",2
"GRSC",-1.72181882959319,0.994104114963979,4.04676433639474e-05,0.0456124413032089,0.12512275447977,0.715453661949069,"Apparantly stable","Magnuson Park","Arctic Tundra","Temperate North America","Anatidae","waterfowl","other","M","native",1005.4,"Omnivore","Aquatic predator","Wetland",3
"GWGU",-1.14425146699323,0.813294284090247,2.40069765389514e-05,0.00624300655473291,0.07016145080563,0.929097344164232,"Apparantly stable","Magnuson Park","Coasts","Coastal","Laridae","waterbird","other","M","native",1056.5,"Carnivore","Aquatic predator","Coastal",3
"GWTE",-1.69191612205519,0.984759696042902,0.00171380262394795,-0.184623700355566,0.279287363611908,0.508578438075716,"Apparantly stable","Magnuson Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",341.9,"Herbivore","Herbivore aquatic","Wetland",3
"HETH",-1.21965979147525,0.831814053280614,0.286946554199041,0.719133497248809,0.304988215610867,0.0183783535619099,"Increasing","Magnuson Park","Forest Generalist","Temperate North America","Turdidae","landbird","other","M","native",30.1,"Omnivore","Invertivore","Forest",1
"HOFI",-0.843919053611438,0.926863964160124,0.00510913461611588,-0.145516361907373,0.0388462314416039,0.000179706465006187,"Apparantly stable","Magnuson Park","Habitat Generalist","Widespread","Fringillidae","landbird","other","R","native",21.4,"Herbivore","Granivore","Shrubland",2
"HOGR",-1.7393323783762,0.995203528782286,0.00199248529855096,-0.35484648311352,0.143763127530219,0.0135767162112861,"Apparantly stable","Magnuson Park","Wetland","Temperate North America","Podicipedidae","waterbird","other","M","native",453,"Carnivore","Aquatic predator","Wetland",3
"HOME",-1.82506390373621,0.96140312784584,0.130931933806368,-1.01402952254499,0.505822053180064,0.0449934256202924,"Apparantly stable","Magnuson Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",613.8,"Carnivore","Aquatic predator","Wetland",3
"HOSP",-1.35803908129302,0.961685601207004,0.501720505106304,-1.99229562658423,0.317768732015932,3.6188325692832e-10,"Decreasing","Magnuson Park","Introduced","Introduced","Passeridae","other","other","Introduced","Introduced",26.5,"Herbivore","Granivore","Human Modified",3
"KILL",-1.17426974580907,0.89898618478337,0.219230045366907,-0.811079665707165,0.185141181105519,1.18205739983595e-05,"Decreasing","Magnuson Park","Habitat Generalist","Widespread","Charadriidae","shorebird","other","M","native",96.4,"Carnivore","Omnivore","Wetland",3
"LESC",-1.68978308896823,0.99565085987652,0.00135897579227208,-0.307757059638338,0.110595193384661,0.00539028969558089,"Apparantly stable","Magnuson Park","Wetland","Widespread","Anatidae","waterfowl","other","M","native",819.5,"Omnivore","Aquatic predator","Wetland",3
"LISP",-1.44625751473892,0.912430029826262,0.0842798140418579,-0.540117249368922,0.171711932632391,0.00165811892440932,"Apparantly stable","Magnuson Park","Boreal Forest","Temperate North America","Passerellidae","landbird","other","M","native",16.6,"Omnivore","Omnivore","Wetland",2
"MALL",-1.00482382540307,0.922144907764636,0.000237429513721366,-0.0304037885567209,0.056046989319911,0.587495035868241,"Apparantly stable","Magnuson Park","Wetland","Widespread","Anatidae","waterfowl","other","M","native",843.4,"Herbivore","Herbivore aquatic","Wetland",3
"MAWR",-1.62035692207315,0.997663547725026,0.0379833236586268,2.21984110344616,0.504718884399319,1.09165815650337e-05,"Apparantly stable","Magnuson Park","Wetland","Temperate North America","Troglodytidae","landbird","other","M","native",10.8,"Carnivore","Invertivore","Wetland",3
"MERL",-1.48116755431551,0.823893174008458,0.0286673519610171,0.222131197655137,0.448030385852097,0.620039096214587,"Apparantly stable","Magnuson Park","Habitat Generalist","Widespread","Falconidae","landbird","other","M","native",188.5,"Carnivore","Vertivore","Woodland",3
"NA",-1.66494804002483,0.938424847409598,0.0133810175460103,0.256652610243981,0.263275679742745,0.329637848373087,"Apparantly stable","Magnuson Park",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NOFL",-1.1598223569038,0.800115540237855,0.0446994378091653,-0.260354674138834,0.0570049624367545,4.94215796766557e-06,"Apparantly stable","Magnuson Park","Forest Generalist","Widespread","Picidae","landbird","other","M","native",131.5,"Carnivore","Invertivore","Shrubland",2
"NSHO",-1.65634133616716,0.987442379599338,0.0034802074801707,-0.289836286356678,0.279097400688595,0.299047946063629,"Apparantly stable","Magnuson Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",612.6,"Omnivore","Aquatic predator","Wetland",3
"OCWA",-1.43901650871212,0.849973362736821,0.0914198124968065,-0.429773704077245,0.150050412412222,0.00418069999938565,"Apparantly stable","Magnuson Park","Forest Generalist","Temperate North America","Parulidae","landbird","other","M","native",9.2,"Carnivore","Invertivore","Shrubland",1
"OSPR",-1.10153932996939,0.864638595834003,0.44853896197928,1.00220490797933,0.203331801439295,8.26880741393841e-07,"Increasing","Magnuson Park","Coasts","Widespread","Pandionidae","landbird","other","M","native",1483.2,"Carnivore","Aquatic predator","Marine",3
"PAWR",-1.33664052635466,0.889574664967783,0.00589564672551191,0.127214093361389,0.0860070472242046,0.139110266310326,"Apparantly stable","Magnuson Park","Western Forest","Temperate North America","Troglodytidae","landbird","other","M","native",9.4,"Carnivore","Invertivore","Forest",1
"PBGR",-1.77233317442803,0.992572391041029,0.00279289385560429,-0.337603206960904,0.175372068827077,0.0542208166064025,"Apparantly stable","Magnuson Park","Wetland","Widespread","Podicipedidae","waterbird","other","M","native",411.9,"Carnivore","Aquatic predator","Wetland",3
"PISI",-1.21694264761208,0.862212347822702,0.0458400833424781,0.317556797172529,0.159782029192428,0.0468739351472569,"Apparantly stable","Magnuson Park","Forest Generalist","Temperate North America","Fringillidae","landbird","other","M","native",12.7,"Herbivore","Granivore","Forest",1
"PUFI",-1.55879001970205,0.845737273246818,0.235962080572309,0.680917459941921,0.410251257951827,0.0969633165628256,"Apparantly stable","Magnuson Park","Forest Generalist","Temperate North America","Fringillidae","landbird","other","M","native",23.3,"Herbivore","Omnivore","Forest",2
"RBGU",-1.17746224301594,0.913412666539887,0.00011585153561803,-0.0201385212930463,0.0919662368847568,0.82666770479728,"Apparantly stable","Magnuson Park","Wetland","Temperate North America","Laridae","waterbird","other","M","native",516.3,"Carnivore","Omnivore","Coastal",3
"RBME",-1.86820422472868,0.98791356464945,0.0042319242778742,-0.325779454118221,0.431156244068137,0.449892121578269,"Apparantly stable","Magnuson Park","Arctic Tundra","Marine","Anatidae","waterfowl","other","M","native",1015.2,"Carnivore","Aquatic predator","Wetland",3
"RBNU",-1.69541078468482,0.933748074360215,0.242819807819364,1.05401469659873,0.209247691647079,4.72482806100561e-07,"Increasing","Magnuson Park","Forest Generalist","Temperate North America","Sittidae","landbird","other","M","native",9.8,"Omnivore","Omnivore","Forest",1
"RCKI",-1.25669100669833,0.896059953102675,0.00153265581829018,-0.0668551286280529,0.0515045714338645,0.19427269137177,"Apparantly stable","Magnuson Park","Boreal Forest","Temperate North America","Regulidae","landbird","other","M","native",6.19,"Carnivore","Invertivore","Forest",1
"RNDU",-1.75902705471139,0.990134018851011,0.00132190745410994,-0.201527468234255,0.271201134168239,0.457425815233841,"Apparantly stable","Magnuson Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",704.6,"Omnivore","Herbivore aquatic","Wetland",3
"RNGR",-1.75232255989559,0.990606823971003,0.00800840829548359,-0.508359257461508,0.227925476168793,0.0257225655410187,"Apparantly stable","Magnuson Park","Wetland","Marine","Podicipedidae","waterbird","other","M","native",1023,"Carnivore","Aquatic predator","Wetland",3
"ROPI",-1.15689896828732,0.884998963371436,0.310650910491475,-0.904876483567866,0.164795842328349,3.99904570754852e-08,"Decreasing","Magnuson Park","Introduced","Introduced","Columbidae","other","other","Introduced","Introduced",354.2,"Herbivore","Granivore","Human Modified",3
"RTHA",-1.27468055622017,0.850596140885904,0.271609508971332,-0.742327314909732,0.17575166335742,2.4029346948196e-05,"Decreasing","Magnuson Park","Habitat Generalist","Widespread","Accipitridae","landbird","other","M","native",1101.2,"Carnivore","Vertivore","Woodland",2
"RUHU",-1.29447222434697,0.787707851232826,0.303300639233612,-0.658072223651785,0.272841069698721,0.0158685411566877,"Decreasing","Magnuson Park","Western Forest","Mexico-Central America","Trochilidae","landbird","other","M","native",3.5,"Herbivore","Nectarivore","Forest",2
"RWBL",-0.797198710677733,0.901329311782611,0.159481672167707,-0.699947030570159,0.0686564047021177,2.08901520632532e-24,"Apparantly stable","Magnuson Park","Habitat Generalist","Temperate North America","Icteridae","landbird","other","M","native",50.8,"Herbivore","Granivore","Wetland",3
"SAVS",-1.31158348637487,0.918367980784406,0.0550505358086399,-0.4521206771826,0.065429117944868,4.84368053101629e-12,"Apparantly stable","Magnuson Park","Grassland","Temperate North America","Passerellidae","landbird","other","M","native",20,"Omnivore","Omnivore","Grassland",3
"SBIG",-1.26468989310854,0.80351592226644,0.124596181550078,0.438422212012059,0.115909506208124,0.00015529067706408,"Apparantly stable","Magnuson Park","Wetland","Temperate North America","Laridae","waterbird","other","M","native",412.5,"Carnivore","Omnivore","Coastal",3
"SOSP",-0.628478164661323,0.894759253280002,0.00477598255801095,0.117285215298719,0.036801104921725,0.00143755506496444,"Apparantly stable","Magnuson Park","Habitat Generalist","Temperate North America","Passerellidae","landbird","other","M","native",21.9,"Omnivore","Omnivore","Shrubland",2
"SPSA",-1.77474479260337,0.986542870827779,0.0209497093833782,-0.686936597513447,0.320735239434164,0.0322131283096095,"Apparantly stable","Magnuson Park","Wetland","Widespread","Scolopacidae","shorebird","other","M","native",40.4,"Carnivore","Aquatic predator","Wetland",3
"SPTO",-1.07481245839872,0.948503647530346,0.0111132724460967,0.255762347936944,0.0374824250374178,8.88318925943256e-12,"Apparantly stable","Magnuson Park","Western Forest","Temperate North America","Passerellidae","landbird","other","M","native",39.3,"Omnivore","Omnivore","Forest",2
"SSHA",-1.77276251421751,0.956264791051725,0.353457074865258,-1.56515228812058,0.647623940563019,0.0156592948445083,"Decreasing","Magnuson Park","Forest Generalist","Widespread","Accipitridae","landbird","other","M","native",130.6,"Carnivore","Vertivore","Forest",1
"STJA",-1.37311636411429,0.851608757253319,0.041923167370053,-0.292635339284014,0.142546182812435,0.0400807250773764,"Apparantly stable","Magnuson Park","Western Forest","Temperate North America","Corvidae","landbird","other","R","native",128,"Omnivore","Omnivore","Forest",1
"SWTH",-1.72538658253866,0.939362734305976,0.102880763533031,0.717135379032838,0.413950180889519,0.0831988926687266,"Apparantly stable","Magnuson Park","Forest Generalist","South America","Turdidae","landbird","other","M","native",30.3,"Omnivore","Invertivore","Forest",1
